user_id,month,category,monthly_category_spending,total_expense,monthly_income,total_income,total_savings,savings_rate,profile_monthly_income,profile_monthly_expense,income_for_budget,percentage_of_income,percentage_of_expenses,estimated_savings,estimated_savings_rate,category_spending_ratio,age,occupation,savings_goal,financial_goal,credit_score,total_debt,debt_to_income_ratio,expense_to_income_ratio
U0001,2018-01,Bills,33728.48,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,34.52249744114637,39.749705811815026,12847.850000000006,13.150307062436035,0.3452249744114637,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Entertainment,541.6500000000001,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,0.5544012282497442,0.6383456400338708,12847.850000000006,13.150307062436035,0.005544012282497442,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Food,925.14,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,0.9469191402251791,1.0902964745147883,12847.850000000006,13.150307062436035,0.009469191402251791,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Groceries,4282.15,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,4.382958034800409,5.04660164768954,12847.850000000006,13.150307062436035,0.04382958034800409,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Insurance,40338.28,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,41.28790174002047,47.5394907494978,12847.850000000006,13.150307062436035,0.4128790174002047,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Miscellaneous,3374.32,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,3.453756397134084,3.976705363387964,12847.850000000006,13.150307062436035,0.03453756397134084,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Other,1348.43,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,1.380174002047083,1.589152425719325,12847.850000000006,13.150307062436035,0.01380174002047083,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-01,Subscription,313.7,84852.15,,0.0,-84852.15,0.0,97700.0,59200.0,97700.0,0.3210849539406346,0.36970188734168785,12847.850000000006,13.150307062436035,0.003210849539406346,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.8684969293756396
U0001,2018-02,Bills,55885.58,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,57.201207778915055,95.18323498033168,38986.32,39.90411463664279,0.5720120777891505,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-02,Entertainment,213.7,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.21873080859774818,0.3639696915608083,38986.32,39.90411463664279,0.002187308085977482,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-02,Food,828.0,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.8474923234390993,1.410233526496721,38986.32,39.90411463664279,0.008474923234390993,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-02,Groceries,1231.81,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,1.2608085977482089,2.0979948795578816,38986.32,39.90411463664279,0.012608085977482088,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-02,Miscellaneous,401.39,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.4108393039918117,0.683639656039274,38986.32,39.90411463664279,0.004108393039918117,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-02,Subscription,153.2,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.1568065506653019,0.26092726601364447,38986.32,39.90411463664279,0.0015680655066530192,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6009588536335722
U0001,2018-03,Bills,15484.71,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,15.849242579324462,32.4749114289711,50017.93,51.195424769703166,0.15849242579324463,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Entertainment,321.6,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.32917093142272263,0.6744673626795146,50017.93,51.195424769703166,0.0032917093142272266,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Food,2138.49,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.188833162743091,4.484893378160805,50017.93,51.195424769703166,0.02188833162743091,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Fuel,3436.81,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,3.5177175025588534,7.207761743565245,50017.93,51.195424769703166,0.035177175025588536,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Groceries,2397.96,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.4544114636642784,5.029060189710724,50017.93,51.195424769703166,0.024544114636642786,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Insurance,8303.95,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,8.499437052200614,17.41524644378904,50017.93,51.195424769703166,0.08499437052200615,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Other,2535.96,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.595660184237462,5.31847715503962,50017.93,51.195424769703166,0.025956601842374617,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Rent,12266.41,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,12.555179119754351,25.725414186087136,50017.93,51.195424769703166,0.1255517911975435,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Shopping,629.02,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.6438280450358239,1.3191960835592917,50017.93,51.195424769703166,0.00643828045035824,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-03,Subscription,167.16,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.17109518935516888,0.3505720284375238,50017.93,51.195424769703166,0.0017109518935516889,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.48804575230296826
U0001,2018-04,Bills,47241.92,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,163.29197623997828,87.53564560844251,-25037.829999999998,-86.54340766549318,1.6329197623997829,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Entertainment,160.98,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,0.5564283233008249,0.2982835632007987,-25037.829999999998,-86.54340766549318,0.005564283233008249,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Food,1310.26,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,4.528921449174673,2.4278110418653154,-25037.829999999998,-86.54340766549318,0.04528921449174673,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Fuel,342.99,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,1.1855469661383398,0.6355340995293947,-25037.829999999998,-86.54340766549318,0.011855469661383398,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Groceries,2687.7200000000003,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,9.290120096298256,4.980138517120454,-25037.829999999998,-86.54340766549318,0.09290120096298256,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Miscellaneous,1581.35,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,5.465945639531366,2.9301199693600632,-25037.829999999998,-86.54340766549318,0.054659456395313666,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-04,Other,643.56,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,2.2244689510714304,1.1924672004814634,-25037.829999999998,-86.54340766549318,0.022244689510714302,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,1.8654340766549318
U0001,2018-05,Bills,16618.64,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,17.009866939611054,27.155266158909868,36501.41,37.36070624360287,0.17009866939611054,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Entertainment,301.09,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,0.3081780962128966,0.4919884592112334,36501.41,37.36070624360287,0.003081780962128966,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Food,3105.23,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,3.178331627430911,5.0740221302484265,36501.41,37.36070624360287,0.03178331627430911,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Fuel,6314.3,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,6.462947799385875,10.317721372338807,36501.41,37.36070624360287,0.06462947799385875,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Groceries,7105.360000000001,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,7.272630501535312,11.610332852439903,36501.41,37.36070624360287,0.07272630501535313,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Insurance,8182.16,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,8.374779938587512,13.36985051452983,36501.41,37.36070624360287,0.08374779938587512,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Miscellaneous,4247.35,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,4.347338792221085,6.94027427756097,36501.41,37.36070624360287,0.04347338792221085,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Shopping,15168.63,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,15.525721596724667,24.7859141852778,36501.41,37.36070624360287,0.15525721596724668,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-05,Subscription,155.83,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,0.15949846468781986,0.2546300494831662,36501.41,37.36070624360287,0.0015949846468781986,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.6263929375639713
U0001,2018-06,Bills,22564.43,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,23.09562947799386,23.665076125021457,2350.929999999993,2.406274309109512,0.2309562947799386,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.9759372569089049
U0001,2018-06,Food,1120.58,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,1.1469600818833163,1.1752395697199773,2350.929999999993,2.406274309109512,0.011469600818833163,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.9759372569089049
U0001,2018-06,Fuel,14685.75,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,15.031473899692937,15.402090445140157,2350.929999999993,2.406274309109512,0.15031473899692938,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.9759372569089049
U0001,2018-06,Groceries,4043.0,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,4.138178096212897,4.240209159879588,2350.929999999993,2.406274309109512,0.04138178096212897,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045377,0.9759372569089049
